"NAME","DATE","Rain_cm","average_temperature","max_temperature","min_temperature","year","MONTH","DAY","YEAR","doy"
"KYOTO, JA","1953-02-01",0.4,0.6,4.9,-2.4,1953,2,1,1953,1953-02-01
"KYOTO, JA","1953-02-02",0.1,1.4,6.2,-3.5,1953,2,2,1953,1953-02-02
"KYOTO, JA","1953-02-03",0,2.1,7.4,-1.4,1953,2,3,1953,1953-02-03
"KYOTO, JA","1953-02-04",0,2.2,4.7,-1.4,1953,2,4,1953,1953-02-04
"KYOTO, JA","1953-02-05",0,2.7,8.4,0.4,1953,2,5,1953,1953-02-05
"KYOTO, JA","1953-02-06",0,2.8,6.6,-3.2,1953,2,6,1953,1953-02-06
"KYOTO, JA","1953-02-07",0,3.3,10.1,-0.4,1953,2,7,1953,1953-02-07
"KYOTO, JA","1953-02-08",0,1.2,7.3,-3.5,1953,2,8,1953,1953-02-08
"KYOTO, JA","1953-02-09",0,3.1,8.7,-3.4,1953,2,9,1953,1953-02-09
"KYOTO, JA","1953-02-10",5.6,6.4,10.8,0.6,1953,2,10,1953,1953-02-10
"KYOTO, JA","1953-02-11",0,8,15.4,3.3,1953,2,11,1953,1953-02-11
"KYOTO, JA","1953-02-12",4.4,8.1,10.7,1.4,1953,2,12,1953,1953-02-12
"KYOTO, JA","1953-02-13",13.1,6.8,10.2,5.4,1953,2,13,1953,1953-02-13
"KYOTO, JA","1953-02-14",0,5.7,9.8,2.2,1953,2,14,1953,1953-02-14
"KYOTO, JA","1953-02-15",0.2,4,12.2,3.5,1953,2,15,1953,1953-02-15
"KYOTO, JA","1953-02-16",0,1.82965515282088,6.3,-1.7,1953,2,16,1953,1953-02-16
"KYOTO, JA","1953-02-17",0,3.1,7.4,-0.7,1953,2,17,1953,1953-02-17
"KYOTO, JA","1953-02-18",0,1.4,6.2,-0.4,1953,2,18,1953,1953-02-18
"KYOTO, JA","1953-02-19",0,2.8,7,-3.5,1953,2,19,1953,1953-02-19
"KYOTO, JA","1953-02-20",0,3.1,8,-0.3,1953,2,20,1953,1953-02-20
"KYOTO, JA","1953-02-21",14,0.8,1.7,-0.4,1953,2,21,1953,1953-02-21
"KYOTO, JA","1953-02-22",0.8,0.4,5.7,-0.5,1953,2,22,1953,1953-02-22
"KYOTO, JA","1953-02-23",0,3.2,6.3,-4.2,1953,2,23,1953,1953-02-23
"KYOTO, JA","1953-02-24",4.4,7.4,10.2,-0.2,1953,2,24,1953,1953-02-24
"KYOTO, JA","1953-02-25",20.7,7.7,9.1,5.1,1953,2,25,1953,1953-02-25
"KYOTO, JA","1953-02-26",0,6.1,12.5,6,1953,2,26,1953,1953-02-26
"KYOTO, JA","1953-02-27",0,6,14.2,-1.2,1953,2,27,1953,1953-02-27
"KYOTO, JA","1953-02-28",16.8,11.2,18,0,1953,2,28,1953,1953-02-28
"KYOTO, JA","1953-03-01",7.3,11.9,15.8,5.6,1953,3,1,1953,1953-03-01
"KYOTO, JA","1953-03-02",5.1,12.1,15,9.9,1953,3,2,1953,1953-03-02
"KYOTO, JA","1953-03-03",0,7.5,13.8,6.9,1953,3,3,1953,1953-03-03
"KYOTO, JA","1953-03-04",0,4.8,11.2,0.9,1953,3,4,1953,1953-03-04
"KYOTO, JA","1953-03-05",1.1,5.2,8.5,3,1953,3,5,1953,1953-03-05
"KYOTO, JA","1953-03-06",0,5.6,13,0.5,1953,3,6,1953,1953-03-06
"KYOTO, JA","1953-03-07",7.9,11.4,19.4,-0.4,1953,3,7,1953,1953-03-07
"KYOTO, JA","1953-03-08",0,6.1,12.9,4.3,1953,3,8,1953,1953-03-08
"KYOTO, JA","1953-03-09",0,7.4,15.9,-1.3,1953,3,9,1953,1953-03-09
"KYOTO, JA","1953-03-10",0,12.3,19.2,0.1,1953,3,10,1953,1953-03-10
"KYOTO, JA","1953-03-11",49.9,12.9,18,7.7,1953,3,11,1953,1953-03-11
"KYOTO, JA","1953-03-12",2.5,7.1,12.5,7,1953,3,12,1953,1953-03-12
"KYOTO, JA","1953-03-13",0.1,7.2,12.1,1.2,1953,3,13,1953,1953-03-13
"KYOTO, JA","1953-03-14",0,8.3,13.6,2.2,1953,3,14,1953,1953-03-14
"KYOTO, JA","1953-03-15",0,8.5,12.4,3.7,1953,3,15,1953,1953-03-15
"KYOTO, JA","1953-03-16",9.4,5.9,9.6,6,1953,3,16,1953,1953-03-16
"KYOTO, JA","1953-03-17",0,6.7,13,3.4,1953,3,17,1953,1953-03-17
"KYOTO, JA","1953-03-18",0,9.2,16.8,-1.5,1953,3,18,1953,1953-03-18
"KYOTO, JA","1953-03-19",4.4,12.5,19.6,2.2,1953,3,19,1953,1953-03-19
"KYOTO, JA","1953-03-20",3.7,12.8,15.2,9,1953,3,20,1953,1953-03-20
"KYOTO, JA","1953-03-21",2,7.9,13.7,8.6,1953,3,21,1953,1953-03-21
"KYOTO, JA","1953-03-22",9.7,11,18.2,2.7,1953,3,22,1953,1953-03-22
"KYOTO, JA","1953-03-23",3.1,9.4,14,5.5,1953,3,23,1953,1953-03-23
"KYOTO, JA","1953-03-24",0.2,12.1,19.2,2.8,1953,3,24,1953,1953-03-24
"KYOTO, JA","1953-03-25",1.5,11.6,18.3,7.8,1953,3,25,1953,1953-03-25
"KYOTO, JA","1953-03-26",0.1,6.9,12.1,4.5,1953,3,26,1953,1953-03-26
"KYOTO, JA","1953-03-27",0,7.7,11.4,4.3,1953,3,27,1953,1953-03-27
"KYOTO, JA","1953-03-28",24.7,6.2,10.4,4.9,1953,3,28,1953,1953-03-28
"KYOTO, JA","1953-03-29",0.3,5.8,10.2,3.6,1953,3,29,1953,1953-03-29
"KYOTO, JA","1953-03-30",0,6.1,11.3,3.1,1953,3,30,1953,1953-03-30
"KYOTO, JA","1953-03-31",0,6.5,11.3,1.2,1953,3,31,1953,1953-03-31
"KYOTO, JA","1953-04-01",0,8.4,15.1,2,1953,4,1,1953,1953-04-01
"KYOTO, JA","1953-04-02",0,11.7,17.6,2.6,1953,4,2,1953,1953-04-02
"KYOTO, JA","1953-04-03",0,10.7,15.9,7.5,1953,4,3,1953,1953-04-03
"KYOTO, JA","1953-04-04",0.8,8.1,17.6,2.9,1953,4,4,1953,1953-04-04
"KYOTO, JA","1953-04-05",0,10.6,16.6,3.6,1953,4,5,1953,1953-04-05
"KYOTO, JA","1953-04-06",2.8,8.3,11.1,6.1,1953,4,6,1953,1953-04-06
"KYOTO, JA","1953-04-07",0,8.8,14.3,3.2,1953,4,7,1953,1953-04-07
"KYOTO, JA","1953-04-08",0,12.1,20.5,2.4,1953,4,8,1953,1953-04-08
"KYOTO, JA","1953-04-09",0.2,15.2,21.2,4,1953,4,9,1953,1953-04-09
"KYOTO, JA","1953-04-10",11.1,14,19.3,11.5,1953,4,10,1953,1953-04-10
"KYOTO, JA","1953-04-11",0.2,14.4,19.4,12.5,1953,4,11,1953,1953-04-11
"KYOTO, JA","1953-04-12",0,7.9,14.4,7.3,1953,4,12,1953,1953-04-12
"KYOTO, JA","1953-04-13",0.3,8.8,14.9,1.2,1953,4,13,1953,1953-04-13
"KYOTO, JA","1953-04-14",0,10.3,19,2.9,1953,4,14,1953,1953-04-14
"KYOTO, JA","1953-04-15",1.7,11,15.6,1.4,1953,4,15,1953,1953-04-15
"KYOTO, JA","1953-04-16",0,10.7,17.4,8.8,1953,4,16,1953,1953-04-16
"KYOTO, JA","1953-04-17",0,7.7,14.8,2,1953,4,17,1953,1953-04-17
"KYOTO, JA","1953-04-18",0,9.6,16.6,0.7,1953,4,18,1953,1953-04-18
"KYOTO, JA","1953-04-19",0,11.6,18.8,5.1,1953,4,19,1953,1953-04-19
"KYOTO, JA","1953-04-20",0.6,14.3,20.8,3,1953,4,20,1953,1953-04-20
"KYOTO, JA","1953-04-21",0,11.7,17.8,7.6,1953,4,21,1953,1953-04-21
"KYOTO, JA","1953-04-22",0,10.4,17.6,3.2,1953,4,22,1953,1953-04-22
"KYOTO, JA","1953-04-23",0,11,18.6,0.9,1953,4,23,1953,1953-04-23
"KYOTO, JA","1953-04-24",0,10.7,19.3,3.1,1953,4,24,1953,1953-04-24
"KYOTO, JA","1953-04-25",0,12.9,21.2,1.8,1953,4,25,1953,1953-04-25
"KYOTO, JA","1953-04-26",1.1,17,25,4.3,1953,4,26,1953,1953-04-26
"KYOTO, JA","1953-04-27",0,17.3,24.6,10.8,1953,4,27,1953,1953-04-27
"KYOTO, JA","1953-04-28",0,19.6,27.4,9.7,1953,4,28,1953,1953-04-28
"KYOTO, JA","1953-04-29",14.5,20.4,25.6,12,1953,4,29,1953,1953-04-29
"KYOTO, JA","1953-04-30",32.8,14,18.2,16.6,1953,4,30,1953,1953-04-30
"KYOTO, JA","1953-05-01",0,12.8,17.7,8.3,1953,5,1,1953,1953-05-01
"KYOTO, JA","1953-05-02",0,12.8,21.4,7.9,1953,5,2,1953,1953-05-02
"KYOTO, JA","1953-05-03",0,14.4,21.5,6.8,1953,5,3,1953,1953-05-03
"KYOTO, JA","1953-05-04",0,16.7,21.6,6.3,1953,5,4,1953,1953-05-04
"KYOTO, JA","1953-05-05",2.6,16.4,20.4,11.7,1953,5,5,1953,1953-05-05
"KYOTO, JA","1953-05-06",12.7,17.9,22.8,12.6,1953,5,6,1953,1953-05-06
"KYOTO, JA","1953-05-07",13.5,15.6,16.7,13.5,1953,5,7,1953,1953-05-07
"KYOTO, JA","1953-05-08",14.3,17.1,22,13,1953,5,8,1953,1953-05-08
"KYOTO, JA","1953-05-09",0,16.8,23.7,13,1953,5,9,1953,1953-05-09
"KYOTO, JA","1953-05-10",0,19.3,26,9.4,1953,5,10,1953,1953-05-10
"KYOTO, JA","1953-05-11",0.3,21.7,28.3,14,1953,5,11,1953,1953-05-11
"KYOTO, JA","1953-05-12",31,18.1,18.9,16.3,1953,5,12,1953,1953-05-12
"KYOTO, JA","1953-05-13",5.1,20.6,24.1,16.8,1953,5,13,1953,1953-05-13
"KYOTO, JA","1953-05-14",0,15,19.8,15.3,1953,5,14,1953,1953-05-14
"KYOTO, JA","1953-05-15",0,16.7,23.7,8.8,1953,5,15,1953,1953-05-15
"KYOTO, JA","1953-05-16",0,17.3,24.8,9.3,1953,5,16,1953,1953-05-16
"KYOTO, JA","1953-05-17",0,18.1,25.6,8.6,1953,5,17,1953,1953-05-17
"KYOTO, JA","1953-05-18",0,18.2,26.2,11.7,1953,5,18,1953,1953-05-18
"KYOTO, JA","1953-05-19",0,20.4,27.2,10.9,1953,5,19,1953,1953-05-19
"KYOTO, JA","1953-05-20",0,20.2,27.6,14.1,1953,5,20,1953,1953-05-20
"KYOTO, JA","1953-05-21",0,22.2,30,13.4,1953,5,21,1953,1953-05-21
"KYOTO, JA","1953-05-22",9.8,20.1,25.3,17.5,1953,5,22,1953,1953-05-22
"KYOTO, JA","1953-05-23",75.4,17.7,18.5,16.1,1953,5,23,1953,1953-05-23
"KYOTO, JA","1953-05-24",0,18.3,27.2,16.4,1953,5,24,1953,1953-05-24
"KYOTO, JA","1953-05-25",0,20.3,28.2,9.4,1953,5,25,1953,1953-05-25
"KYOTO, JA","1953-05-26",1.8,19.8,28.6,12,1953,5,26,1953,1953-05-26
"KYOTO, JA","1953-05-27",0,20.7,26.3,10.7,1953,5,27,1953,1953-05-27
"KYOTO, JA","1953-05-28",5.6,19.8,24.8,14.4,1953,5,28,1953,1953-05-28
"KYOTO, JA","1953-05-29",8.7,19.7,26.5,16.8,1953,5,29,1953,1953-05-29
"KYOTO, JA","1953-05-30",0,17.7,24.5,14.9,1953,5,30,1953,1953-05-30
"KYOTO, JA","1953-05-31",52.2,17.2,21.2,11.6,1953,5,31,1953,1953-05-31
"KYOTO, JA","1953-06-01",7.3,19.4,21.3,15.5,1953,6,1,1953,1953-06-01
"KYOTO, JA","1953-06-02",5.7,18.9,21.7,17.3,1953,6,2,1953,1953-06-02
"KYOTO, JA","1953-06-03",0,20.7,27.9,16.9,1953,6,3,1953,1953-06-03
"KYOTO, JA","1953-06-04",17.4,22,26.5,15.6,1953,6,4,1953,1953-06-04
"KYOTO, JA","1953-06-05",36.6,21.3,24.6,18.5,1953,6,5,1953,1953-06-05
"KYOTO, JA","1953-06-06",22.1,22.9,24.7,20.2,1953,6,6,1953,1953-06-06
"KYOTO, JA","1953-06-07",123.9,21.8,23.4,21.8,1953,6,7,1953,1953-06-07
"KYOTO, JA","1953-06-08",14.7,19.2,22.2,19.9,1953,6,8,1953,1953-06-08
"KYOTO, JA","1953-06-09",0,19.3,24.2,16.8,1953,6,9,1953,1953-06-09
"KYOTO, JA","1953-06-10",0,21.9,28.6,16,1953,6,10,1953,1953-06-10
"KYOTO, JA","1953-06-11",0,21.6,26,15.8,1953,6,11,1953,1953-06-11
"KYOTO, JA","1953-06-12",0.7,20.3,27.5,17.4,1953,6,12,1953,1953-06-12
"KYOTO, JA","1953-06-13",0,21.6,27.7,14.4,1953,6,13,1953,1953-06-13
"KYOTO, JA","1953-06-14",2.4,23.3,29.5,16.7,1953,6,14,1953,1953-06-14
"KYOTO, JA","1953-06-15",0,21,25.2,18.8,1953,6,15,1953,1953-06-15
"KYOTO, JA","1953-06-16",0,23.6,30.4,17.1,1953,6,16,1953,1953-06-16
"KYOTO, JA","1953-06-17",8.8,24.6,31.6,17,1953,6,17,1953,1953-06-17
"KYOTO, JA","1953-06-18",16.1,22.5,27,19.2,1953,6,18,1953,1953-06-18
"KYOTO, JA","1953-06-19",0,21.7,25.2,19.6,1953,6,19,1953,1953-06-19
"KYOTO, JA","1953-06-20",19.2,21,22.7,16.6,1953,6,20,1953,1953-06-20
"KYOTO, JA","1953-06-21",18.2,23.5,29.5,20,1953,6,21,1953,1953-06-21
"KYOTO, JA","1953-06-22",3,22.9,25.7,19.5,1953,6,22,1953,1953-06-22
"KYOTO, JA","1953-06-23",29.5,22.1,26.4,19.9,1953,6,23,1953,1953-06-23
"KYOTO, JA","1953-06-24",0,23.5,27.4,20.2,1953,6,24,1953,1953-06-24
"KYOTO, JA","1953-06-25",14.1,25.2,29.4,19.9,1953,6,25,1953,1953-06-25
"KYOTO, JA","1953-06-26",0.8,23.8,26.4,21.2,1953,6,26,1953,1953-06-26
"KYOTO, JA","1953-06-27",5,23.6,27.4,21.8,1953,6,27,1953,1953-06-27
"KYOTO, JA","1953-06-28",28.2,23.9,25.5,21.8,1953,6,28,1953,1953-06-28
"KYOTO, JA","1953-06-29",4,23.6,28.5,22.1,1953,6,29,1953,1953-06-29
"KYOTO, JA","1953-06-30",0.7,24.4,29.6,21.2,1953,6,30,1953,1953-06-30
"KYOTO, JA","1953-07-01",0,24.7,31.5,21,1953,7,1,1953,1953-07-01
"KYOTO, JA","1953-07-02",19.2,25.9,31,19.9,1953,7,2,1953,1953-07-02
"KYOTO, JA","1953-07-03",27.7,23.1,25.2,21.4,1953,7,3,1953,1953-07-03
"KYOTO, JA","1953-07-04",29.6,24.3,26.9,22.3,1953,7,4,1953,1953-07-04
"KYOTO, JA","1953-07-05",36.1,22.9,24.6,22.6,1953,7,5,1953,1953-07-05
"KYOTO, JA","1953-07-06",1.5,23.2,27.8,21.4,1953,7,6,1953,1953-07-06
"KYOTO, JA","1953-07-07",7.3,23.9,24.7,20.6,1953,7,7,1953,1953-07-07
"KYOTO, JA","1953-07-08",41.6,24.2,27.8,23.2,1953,7,8,1953,1953-07-08
"KYOTO, JA","1953-07-09",0,25.6,30.8,21,1953,7,9,1953,1953-07-09
"KYOTO, JA","1953-07-10",0,25.4,30.1,19.9,1953,7,10,1953,1953-07-10
"KYOTO, JA","1953-07-11",0,24.7,29.4,22.5,1953,7,11,1953,1953-07-11
"KYOTO, JA","1953-07-12",0,24.4,30,20.5,1953,7,12,1953,1953-07-12
"KYOTO, JA","1953-07-13",0,23.6,28.5,18.8,1953,7,13,1953,1953-07-13
"KYOTO, JA","1953-07-14",0,24.7,29.4,17.6,1953,7,14,1953,1953-07-14
"KYOTO, JA","1953-07-15",0,24.3,27.6,19.8,1953,7,15,1953,1953-07-15
"KYOTO, JA","1953-07-16",0.3,25.3,28.2,21.6,1953,7,16,1953,1953-07-16
"KYOTO, JA","1953-07-17",16.1,26,27.6,23.2,1953,7,17,1953,1953-07-17
"KYOTO, JA","1953-07-18",103.2,23.6,25.8,23.8,1953,7,18,1953,1953-07-18
"KYOTO, JA","1953-07-19",15.8,24,26.8,21.4,1953,7,19,1953,1953-07-19
"KYOTO, JA","1953-07-20",81.5,25.1,28.3,22.4,1953,7,20,1953,1953-07-20
"KYOTO, JA","1953-07-21",3.1,25.6,28.2,23.4,1953,7,21,1953,1953-07-21
"KYOTO, JA","1953-07-22",3.2,26,28.1,23.8,1953,7,22,1953,1953-07-22
"KYOTO, JA","1953-07-23",5.8,27.1,30.8,24.7,1953,7,23,1953,1953-07-23
"KYOTO, JA","1953-07-24",0.3,27.5,33.1,24.9,1953,7,24,1953,1953-07-24
"KYOTO, JA","1953-07-25",0,28.6,33.7,23.8,1953,7,25,1953,1953-07-25
"KYOTO, JA","1953-07-26",0,27.9,34,24.6,1953,7,26,1953,1953-07-26
"KYOTO, JA","1953-07-27",0,29.9,35.6,23.6,1953,7,27,1953,1953-07-27
"KYOTO, JA","1953-07-28",0,29.6,35.9,24.3,1953,7,28,1953,1953-07-28
"KYOTO, JA","1953-07-29",0,28.8,35.6,23,1953,7,29,1953,1953-07-29
"KYOTO, JA","1953-07-30",0,29.6,36.2,22.9,1953,7,30,1953,1953-07-30
"KYOTO, JA","1953-07-31",0,28.7,35.1,23.2,1953,7,31,1953,1953-07-31
"KYOTO, JA","1953-08-01",0,28.5,35.5,23,1953,8,1,1953,1953-08-01
"KYOTO, JA","1953-08-02",0,27,32.2,22.5,1953,8,2,1953,1953-08-02
"KYOTO, JA","1953-08-03",0,26.4,32.6,21.5,1953,8,3,1953,1953-08-03
"KYOTO, JA","1953-08-04",0,26.7,31.4,21.1,1953,8,4,1953,1953-08-04
"KYOTO, JA","1953-08-05",1.4,26.8,30.6,24.1,1953,8,5,1953,1953-08-05
"KYOTO, JA","1953-08-06",0.4,28.4,33.8,24.4,1953,8,6,1953,1953-08-06
"KYOTO, JA","1953-08-07",16.8,25.4,31.8,23.9,1953,8,7,1953,1953-08-07
"KYOTO, JA","1953-08-08",0,27,34.2,22.2,1953,8,8,1953,1953-08-08
"KYOTO, JA","1953-08-09",0,28.4,35.4,20.9,1953,8,9,1953,1953-08-09
"KYOTO, JA","1953-08-10",0,29.7,34.8,22.3,1953,8,10,1953,1953-08-10
"KYOTO, JA","1953-08-11",0,28.5,33.3,25.3,1953,8,11,1953,1953-08-11
"KYOTO, JA","1953-08-12",0,28.9,33.5,24.3,1953,8,12,1953,1953-08-12
"KYOTO, JA","1953-08-13",1.7,27.4,30.3,25.5,1953,8,13,1953,1953-08-13
"KYOTO, JA","1953-08-14",49.3,26.4,29.4,25.3,1953,8,14,1953,1953-08-14
"KYOTO, JA","1953-08-15",17,25,26.9,24.2,1953,8,15,1953,1953-08-15
"KYOTO, JA","1953-08-16",0,28.5,32.9,23.6,1953,8,16,1953,1953-08-16
"KYOTO, JA","1953-08-17",0,29.3,34.2,25.8,1953,8,17,1953,1953-08-17
"KYOTO, JA","1953-08-18",0,29.4,35.2,24.8,1953,8,18,1953,1953-08-18
"KYOTO, JA","1953-08-19",0,29.2,34.8,23,1953,8,19,1953,1953-08-19
"KYOTO, JA","1953-08-20",0,29.7,35.6,23.2,1953,8,20,1953,1953-08-20
"KYOTO, JA","1953-08-21",0,29.9,36.6,25.5,1953,8,21,1953,1953-08-21
"KYOTO, JA","1953-08-22",0,29.9,35.3,24,1953,8,22,1953,1953-08-22
"KYOTO, JA","1953-08-23",0,30,35.1,24.8,1953,8,23,1953,1953-08-23
"KYOTO, JA","1953-08-24",0.2,29.7,35.2,24.4,1953,8,24,1953,1953-08-24
"KYOTO, JA","1953-08-25",27.3,25.8,29.7,25.2,1953,8,25,1953,1953-08-25
"KYOTO, JA","1953-08-26",0.3,25.4,30,22.8,1953,8,26,1953,1953-08-26
"KYOTO, JA","1953-08-27",35.6,22.1,24.5,21.6,1953,8,27,1953,1953-08-27
"KYOTO, JA","1953-08-28",4,23.2,26.6,18.9,1953,8,28,1953,1953-08-28
"KYOTO, JA","1953-08-29",5,22.3,23.9,21,1953,8,29,1953,1953-08-29
"KYOTO, JA","1953-08-30",0.7,24.4,28.8,20.8,1953,8,30,1953,1953-08-30
"KYOTO, JA","1953-08-31",4.6,26.5,30.6,21.6,1953,8,31,1953,1953-08-31
"KYOTO, JA","1953-09-01",57.8,23.9,25.9,22.9,1953,9,1,1953,1953-09-01
"KYOTO, JA","1953-09-02",0,27.8,33.1,22.9,1953,9,2,1953,1953-09-02
"KYOTO, JA","1953-09-03",2.4,25,30.8,24,1953,9,3,1953,1953-09-03
"KYOTO, JA","1953-09-04",16.1,22.7,25.6,19.6,1953,9,4,1953,1953-09-04
"KYOTO, JA","1953-09-05",0,23.6,30.5,20.6,1953,9,5,1953,1953-09-05
"KYOTO, JA","1953-09-06",0.6,24.4,30,16.4,1953,9,6,1953,1953-09-06
"KYOTO, JA","1953-09-07",0,20.8,24,20.3,1953,9,7,1953,1953-09-07
"KYOTO, JA","1953-09-08",0,21.3,29.4,16.1,1953,9,8,1953,1953-09-08
"KYOTO, JA","1953-09-09",0,21.9,28.8,14.4,1953,9,9,1953,1953-09-09
"KYOTO, JA","1953-09-10",0,24.2,30.1,15.4,1953,9,10,1953,1953-09-10
"KYOTO, JA","1953-09-11",0.3,25.4,31.2,18.3,1953,9,11,1953,1953-09-11
"KYOTO, JA","1953-09-12",22.8,25.4,30.3,21.5,1953,9,12,1953,1953-09-12
"KYOTO, JA","1953-09-13",14,24.3,27.5,23.4,1953,9,13,1953,1953-09-13
"KYOTO, JA","1953-09-14",53.9,27.1,32.1,22,1953,9,14,1953,1953-09-14
"KYOTO, JA","1953-09-15",0,25.4,30.4,23.6,1953,9,15,1953,1953-09-15
"KYOTO, JA","1953-09-16",1,25.2,32.5,22.3,1953,9,16,1953,1953-09-16
"KYOTO, JA","1953-09-17",10.7,22.5,25.2,21.5,1953,9,17,1953,1953-09-17
"KYOTO, JA","1953-09-18",6.9,21.9,25.4,20.8,1953,9,18,1953,1953-09-18
"KYOTO, JA","1953-09-19",0,21.8,29.3,17,1953,9,19,1953,1953-09-19
"KYOTO, JA","1953-09-20",0,21.3,27.7,14.8,1953,9,20,1953,1953-09-20
"KYOTO, JA","1953-09-21",0,21,27.7,15.2,1953,9,21,1953,1953-09-21
"KYOTO, JA","1953-09-22",2.5,23.5,28.6,15.9,1953,9,22,1953,1953-09-22
"KYOTO, JA","1953-09-23",29.1,21.8,24.2,19.9,1953,9,23,1953,1953-09-23
"KYOTO, JA","1953-09-24",44.7,23.5,24.8,19.3,1953,9,24,1953,1953-09-24
"KYOTO, JA","1953-09-25",110.6,21.8,26.5,21.9,1953,9,25,1953,1953-09-25
"KYOTO, JA","1953-09-26",0.2,22.7320047106913,27.4,18.5,1953,9,26,1953,1953-09-26
"KYOTO, JA","1953-09-27",0,19.2,25.8,14.8,1953,9,27,1953,1953-09-27
"KYOTO, JA","1953-09-28",0,21.3,28,11.8,1953,9,28,1953,1953-09-28
"KYOTO, JA","1953-09-29",17,22.3,27.7,16.6,1953,9,29,1953,1953-09-29
"KYOTO, JA","1953-09-30",5.7,21.7,24.2,19.3,1953,9,30,1953,1953-09-30
"KYOTO, JA","1953-10-01",0,20.2,24.8,19.8,1953,10,1,1953,1953-10-01
"KYOTO, JA","1953-10-02",0,18.8,25.8,16.8,1953,10,2,1953,1953-10-02
"KYOTO, JA","1953-10-03",0,17.9,24.2,11.2,1953,10,3,1953,1953-10-03
"KYOTO, JA","1953-10-04",0,18.9,25.6,13.8,1953,10,4,1953,1953-10-04
"KYOTO, JA","1953-10-05",0,19.3,26.6,12,1953,10,5,1953,1953-10-05
"KYOTO, JA","1953-10-06",0,18.6,27.5,11.9,1953,10,6,1953,1953-10-06
"KYOTO, JA","1953-10-07",1.7,19.8,25.1,12.2,1953,10,7,1953,1953-10-07
"KYOTO, JA","1953-10-08",12.9,19.6,23.2,15.6,1953,10,8,1953,1953-10-08
"KYOTO, JA","1953-10-09",14.7,19.2,22.2,17.2,1953,10,9,1953,1953-10-09
"KYOTO, JA","1953-10-10",0,19.6,27.6,15.2,1953,10,10,1953,1953-10-10
"KYOTO, JA","1953-10-11",0,15.8,22.5,12.6,1953,10,11,1953,1953-10-11
"KYOTO, JA","1953-10-12",0,16.1,22,8.4,1953,10,12,1953,1953-10-12
"KYOTO, JA","1953-10-13",0,16.2,23,13.3,1953,10,13,1953,1953-10-13
"KYOTO, JA","1953-10-14",0,14,20.5,9.3,1953,10,14,1953,1953-10-14
"KYOTO, JA","1953-10-15",0,14.3,21.5,7.1,1953,10,15,1953,1953-10-15
"KYOTO, JA","1953-10-16",0,15.1,22.8,7.7,1953,10,16,1953,1953-10-16
"KYOTO, JA","1953-10-17",0,17.8,24,8.9,1953,10,17,1953,1953-10-17
"KYOTO, JA","1953-10-18",0,18.1,24.9,13.4,1953,10,18,1953,1953-10-18
"KYOTO, JA","1953-10-19",0,17.9,25.4,10.4,1953,10,19,1953,1953-10-19
"KYOTO, JA","1953-10-20",0.3,18.6,24.1,10.7,1953,10,20,1953,1953-10-20
"KYOTO, JA","1953-10-21",0,18.5,22.8,15.8,1953,10,21,1953,1953-10-21
"KYOTO, JA","1953-10-22",0,17.5,24,14.4,1953,10,22,1953,1953-10-22
"KYOTO, JA","1953-10-23",0,16.8,22.4,9.3,1953,10,23,1953,1953-10-23
"KYOTO, JA","1953-10-24",0,16.2,22.8,14.1,1953,10,24,1953,1953-10-24
"KYOTO, JA","1953-10-25",0,13.8,22.8,9.8,1953,10,25,1953,1953-10-25
"KYOTO, JA","1953-10-26",0,13.1,21.4,7.3,1953,10,26,1953,1953-10-26
"KYOTO, JA","1953-10-27",13.5,17.1,22.7,6.9,1953,10,27,1953,1953-10-27
"KYOTO, JA","1953-10-28",5.6,17.8,19.1,13.2,1953,10,28,1953,1953-10-28
"KYOTO, JA","1953-10-29",5,18.3,24.1,15.2,1953,10,29,1953,1953-10-29
"KYOTO, JA","1953-10-30",0.5,18.5,23.8,13.4,1953,10,30,1953,1953-10-30
"KYOTO, JA","1953-10-31",2.3,19.2,21.6,14.8,1953,10,31,1953,1953-10-31
"KYOTO, JA","1953-11-01",2.2,16.4,20.2,16.9,1953,11,1,1953,1953-11-01
"KYOTO, JA","1953-11-02",0,12.8,15,12.4,1953,11,2,1953,1953-11-02
"KYOTO, JA","1953-11-03",0,14.4,20.9,9.6,1953,11,3,1953,1953-11-03
"KYOTO, JA","1953-11-04",4.8,16.8,22.4,8.4,1953,11,4,1953,1953-11-04
"KYOTO, JA","1953-11-05",0,15.9,21,14.3,1953,11,5,1953,1953-11-05
"KYOTO, JA","1953-11-06",0,11.4,17.1,9.1,1953,11,6,1953,1953-11-06
"KYOTO, JA","1953-11-07",0,10.3,18.3,5.5,1953,11,7,1953,1953-11-07
"KYOTO, JA","1953-11-08",10.2,14.1,20.9,4.6,1953,11,8,1953,1953-11-08
"KYOTO, JA","1953-11-09",0,13.5,20.3,10.7,1953,11,9,1953,1953-11-09
"KYOTO, JA","1953-11-10",0.2,11,14.9,8.4,1953,11,10,1953,1953-11-10
"KYOTO, JA","1953-11-11",1.1,7.8,11.3,8.6,1953,11,11,1953,1953-11-11
"KYOTO, JA","1953-11-12",0,8.2,12.3,3,1953,11,12,1953,1953-11-12
"KYOTO, JA","1953-11-13",1.3,8.1,10.5,6.2,1953,11,13,1953,1953-11-13
"KYOTO, JA","1953-11-14",0.1,9.9,18.4,4.8,1953,11,14,1953,1953-11-14
"KYOTO, JA","1953-11-15",2.3,9.6,15.8,4.7,1953,11,15,1953,1953-11-15
