"","temp","date","CDD"
"1",4.3,2000-01-01,4.3
"2",6.1,2000-01-02,10.4
"3",4.9,2000-01-03,15.3
"4",5.7,2000-01-04,21
"5",5.4,2000-01-05,26.4
"6",7.7,2000-01-06,34.1
"7",4.8,2000-01-07,38.9
"8",1.2,2000-01-08,40.1
"9",1.9,2000-01-09,42
"10",6.37,2000-01-10,48.37
"11",3.8,2000-01-11,52.17
"12",4.1,2000-01-12,56.27
"13",5.4,2000-01-13,61.67
"14",5.6,2000-01-14,67.27
"15",4.4,2000-01-15,71.67
"16",6.2,2000-01-16,77.87
"17",2.5,2000-01-17,80.37
"18",5.7,2000-01-18,86.07
"19",7.4,2000-01-19,93.47
"20",7.2,2000-01-20,100.67
"21",3.2,2000-01-21,103.87
"22",3.3,2000-01-22,107.17
"23",8.4,2000-01-23,115.57
"24",7.5,2000-01-24,123.07
"25",8.1,2000-01-25,131.17
"26",5.6,2000-01-26,136.77
"27",6.4,2000-01-27,143.17
"28",5,2000-01-28,148.17
"29",3.6,2000-01-29,151.77
"30",2.9,2000-01-30,154.67
"31",5.4,2000-01-31,160.07
"32",6.2,2000-02-01,166.27
"33",3.8,2000-02-02,170.07
"34",-1.3,2000-02-03,168.77
"35",-0.1,2000-02-04,168.67
"36",3.8,2000-02-05,172.47
"37",2.3,2000-02-06,174.77
"38",5.2,2000-02-07,179.97
"39",5.9,2000-02-08,185.87
"40",7.1,2000-02-09,192.97
"41",5.7,2000-02-10,198.67
"42",3.2,2000-02-11,201.87
"43",2.9,2000-02-12,204.77
"44",0.9,2000-02-13,205.67
"45",3.3,2000-02-14,208.97
"46",4.9,2000-02-15,213.87
"47",6.8,2000-02-16,220.67
"48",8.8,2000-02-17,229.47
"49",6.5,2000-02-18,235.97
"50",2.6,2000-02-19,238.57
"51",3.8,2000-02-20,242.37
"52",2.8,2000-02-21,245.17
"53",4.8,2000-02-22,249.97
"54",7.2,2000-02-23,257.17
"55",7.7,2000-02-24,264.87
"56",6.7,2000-02-25,271.57
"57",10.7,2000-02-26,282.27
"58",5.1,2000-02-27,287.37
"59",4.2,2000-02-28,291.57
"60",8.4,2000-02-29,299.97
"61",10.3,2000-03-01,310.27
"62",10.3,2000-03-02,320.57
"63",12.7,2000-03-03,333.27
"64",13.7,2000-03-04,346.97
"65",8.7,2000-03-05,355.67
"66",7.7,2000-03-06,363.37
"67",8.4,2000-03-07,371.77
"68",5.9,2000-03-08,377.67
"69",8.5,2000-03-09,386.17
"70",7.2,2000-03-10,393.37
"71",4.9,2000-03-11,398.27
"72",11.8,2000-03-12,410.07
"73",15.6,2000-03-13,425.67
"74",13.6,2000-03-14,439.27
"75",9.8,2000-03-15,449.07
"76",15.3,2000-03-16,464.37
"77",18.1,2000-03-17,482.47
"78",11.9,2000-03-18,494.37
"79",5.7,2000-03-19,500.07
"80",6.8,2000-03-20,506.87
"81",2.9,2000-03-21,509.77
"82",6.7,2000-03-22,516.47
"83",12.3,2000-03-23,528.77
"84",16.2,2000-03-24,544.97
"85",15.8,2000-03-25,560.77
"86",8.2,2000-03-26,568.97
"87",7.6,2000-03-27,576.57
"88",5.6,2000-03-28,582.17
"89",9,2000-03-29,591.17
"90",11.7,2000-03-30,602.87
"91",16.6,2000-03-31,619.47
"92",11.6,2000-04-01,631.07
"93",8.4,2000-04-02,639.47
"94",10.6,2000-04-03,650.07
"95",12.5,2000-04-04,662.57
"96",11.5,2000-04-05,674.07
"97",7.4,2000-04-06,681.47
"98",8,2000-04-07,689.47
"99",13.8,2000-04-08,703.27
"100",13.3,2000-04-09,716.57
"101",14.8,2000-04-10,731.37
"102",17.3,2000-04-11,748.67
"103",15.3,2000-04-12,763.97
"104",12.7,2000-04-13,776.67
"105",12.7,2000-04-14,789.37
"106",15.4,2000-04-15,804.77
"107",17.1,2000-04-16,821.87
"108",14.3,2000-04-17,836.17
"109",16.6,2000-04-18,852.77
"110",16.8,2000-04-19,869.57
"111",18.9,2000-04-20,888.47
"112",19.4,2000-04-21,907.87
"113",15.3,2000-04-22,923.17
"114",15.7,2000-04-23,938.87
"115",16.2,2000-04-24,955.07
"116",16.4,2000-04-25,971.47
"117",16.1,2000-04-26,987.57
"118",14.4,2000-04-27,1001.97
"119",10.7,2000-04-28,1012.67
"120",14.8,2000-04-29,1027.47
"121",17.4,2000-04-30,1044.87
"122",19.2,2000-05-01,1064.07
"123",19.6,2000-05-02,1083.67
"124",16.8,2000-05-03,1100.47
"125",16.3,2000-05-04,1116.77
"126",19,2000-05-05,1135.77
"127",20.4,2000-05-06,1156.17
"128",20.9,2000-05-07,1177.07
"129",21.6,2000-05-08,1198.67
"130",20.1,2000-05-09,1218.77
"131",15.6,2000-05-10,1234.37
"132",21.1,2000-05-11,1255.47
"133",23,2000-05-12,1278.47
"134",20.7,2000-05-13,1299.17
"135",22.7,2000-05-14,1321.87
"136",18.6,2000-05-15,1340.47
"137",23.1,2000-05-16,1363.57
"138",21.1,2000-05-17,1384.67
"139",21.2,2000-05-18,1405.87
"140",19.6,2000-05-19,1425.47
"141",20.1,2000-05-20,1445.57
"142",23.1,2000-05-21,1468.67
"143",22.1,2000-05-22,1490.77
"144",19.3,2000-05-23,1510.07
"145",18.8,2000-05-24,1528.87
"146",21.2,2000-05-25,1550.07
"147",19.8,2000-05-26,1569.87
"148",18.6,2000-05-27,1588.47
"149",18.7,2000-05-28,1607.17
"150",20.8,2000-05-29,1627.97
"151",22.2,2000-05-30,1650.17
"152",23.6,2000-05-31,1673.77
"153",24.6,2000-06-01,1698.37
"154",22,2000-06-02,1720.37
"155",22.9,2000-06-03,1743.27
"156",23.9,2000-06-04,1767.17
"157",25.1,2000-06-05,1792.27
"158",20.4,2000-06-06,1812.67
"159",24.9,2000-06-07,1837.57
"160",18.4,2000-06-08,1855.97
"161",22.7,2000-06-09,1878.67
"162",24.3,2000-06-10,1902.97
"163",24.9,2000-06-11,1927.87
"164",24.8,2000-06-12,1952.67
"165",26.4,2000-06-13,1979.07
"166",27.1,2000-06-14,2006.17
"167",26.6,2000-06-15,2032.77
"168",22.3,2000-06-16,2055.07
"169",18.4,2000-06-17,2073.47
"170",20.4,2000-06-18,2093.87
"171",21.8,2000-06-19,2115.67
"172",24.8,2000-06-20,2140.47
"173",20.7,2000-06-21,2161.17
"174",23.3,2000-06-22,2184.47
"175",23.9,2000-06-23,2208.37
"176",22.1,2000-06-24,2230.47
"177",22.9,2000-06-25,2253.37
"178",22.7,2000-06-26,2276.07
"179",25.5,2000-06-27,2301.57
"180",20.9,2000-06-28,2322.47
"181",22,2000-06-29,2344.47
"182",23.8,2000-06-30,2368.27
"183",23.7,2000-07-01,2391.97
"184",24.1,2000-07-02,2416.07
"185",22.1,2000-07-03,2438.17
"186",22.3,2000-07-04,2460.47
"187",24,2000-07-05,2484.47
"188",25.3,2000-07-06,2509.77
"189",25.8,2000-07-07,2535.57
"190",25.7,2000-07-08,2561.27
"191",24.3,2000-07-09,2585.57
"192",25.2,2000-07-10,2610.77
"193",25.7,2000-07-11,2636.47
"194",24.7,2000-07-12,2661.17
"195",24.9,2000-07-13,2686.07
"196",27,2000-07-14,2713.07
"197",26.7,2000-07-15,2739.77
"198",26.7,2000-07-16,2766.47
"199",23.7,2000-07-17,2790.17
"200",25.8,2000-07-18,2815.97
"201",27.1,2000-07-19,2843.07
"202",29.8,2000-07-20,2872.87
"203",29.5,2000-07-21,2902.37
"204",29.7,2000-07-22,2932.07
"205",29.8,2000-07-23,2961.87
"206",29.4,2000-07-24,2991.27
"207",29.9,2000-07-25,3021.17
"208",28.3,2000-07-26,3049.47
"209",27.4,2000-07-27,3076.87
"210",28.7,2000-07-28,3105.57
"211",29.2,2000-07-29,3134.77
"212",29.7,2000-07-30,3164.47
"213",30.1,2000-07-31,3194.57
"214",29.6,2000-08-01,3224.17
"215",29.7,2000-08-02,3253.87
"216",29.3,2000-08-03,3283.17
"217",28.2,2000-08-04,3311.37
"218",28.4,2000-08-05,3339.77
"219",29.1,2000-08-06,3368.87
"220",29.2,2000-08-07,3398.07
"221",29.5,2000-08-08,3427.57
"222",28,2000-08-09,3455.57
"223",26.9,2000-08-10,3482.47
"224",28.2,2000-08-11,3510.67
"225",28.4,2000-08-12,3539.07
"226",25.9,2000-08-13,3564.97
"227",25.7,2000-08-14,3590.67
"228",28.5,2000-08-15,3619.17
"229",29.5,2000-08-16,3648.67
"230",29.8,2000-08-17,3678.47
"231",26.9,2000-08-18,3705.37
"232",28.2,2000-08-19,3733.57
"233",27.2,2000-08-20,3760.77
"234",29,2000-08-21,3789.77
"235",30.3,2000-08-22,3820.07
"236",25.1,2000-08-23,3845.17
"237",25.2,2000-08-24,3870.37
"238",27.6,2000-08-25,3897.97
"239",27.8,2000-08-26,3925.77
"240",28.4,2000-08-27,3954.17
"241",27.4,2000-08-28,3981.57
"242",29.9,2000-08-29,4011.47
"243",30.2,2000-08-30,4041.67
"244",25.6,2000-08-31,4067.27
"245",26.6,2000-09-01,4093.87
"246",26,2000-09-02,4119.87
"247",25.6,2000-09-03,4145.47
"248",27.3,2000-09-04,4172.77
"249",26.4,2000-09-05,4199.17
"250",24.7,2000-09-06,4223.87
"251",27,2000-09-07,4250.87
"252",27.3,2000-09-08,4278.17
"253",27.4,2000-09-09,4305.57
"254",28.4,2000-09-10,4333.97
"255",28.7,2000-09-11,4362.67
"256",28.1,2000-09-12,4390.77
"257",28.7,2000-09-13,4419.47
"258",23.7,2000-09-14,4443.17
"259",23.8,2000-09-15,4466.97
"260",26.5,2000-09-16,4493.47
"261",28,2000-09-17,4521.47
"262",28.3,2000-09-18,4549.77
"263",27.9,2000-09-19,4577.67
"264",25.7,2000-09-20,4603.37
"265",25.7,2000-09-21,4629.07
"266",27,2000-09-22,4656.07
"267",27.5,2000-09-23,4683.57
"268",26.4,2000-09-24,4709.97
"269",21.7,2000-09-25,4731.67
"270",25.3,2000-09-26,4756.97
"271",26.1,2000-09-27,4783.07
"272",25.4,2000-09-28,4808.47
"273",24.9,2000-09-29,4833.37
"274",25.1,2000-09-30,4858.47
"275",25.9,2000-10-01,4884.37
"276",17.2,2000-10-02,4901.57
"277",19.5,2000-10-03,4921.07
"278",21.8,2000-10-04,4942.87
"279",23.6,2000-10-05,4966.47
"280",21.4,2000-10-06,4987.87
"281",18.8,2000-10-07,5006.67
"282",18.4,2000-10-08,5025.07
"283",22,2000-10-09,5047.07
"284",23.6,2000-10-10,5070.67
"285",25.3,2000-10-11,5095.97
"286",23.8,2000-10-12,5119.77
"287",21.5,2000-10-13,5141.27
"288",20.2,2000-10-14,5161.47
"289",16.6,2000-10-15,5178.07
"290",14.3,2000-10-16,5192.37
"291",15.6,2000-10-17,5207.97
"292",15,2000-10-18,5222.97
"293",16,2000-10-19,5238.97
"294",16.4,2000-10-20,5255.37
"295",15.9,2000-10-21,5271.27
"296",13.7,2000-10-22,5284.97
"297",13.8,2000-10-23,5298.77
"298",15.6,2000-10-24,5314.37
"299",19.6,2000-10-25,5333.97
"300",15.7,2000-10-26,5349.67
"301",17.1,2000-10-27,5366.77
"302",18.2,2000-10-28,5384.97
"303",16.2,2000-10-29,5401.17
"304",17.6,2000-10-30,5418.77
"305",17.1,2000-10-31,5435.87
"306",12.1,2000-11-01,5447.97
"307",12.4,2000-11-02,5460.37
"308",12.1,2000-11-03,5472.47
"309",13.4,2000-11-04,5485.87
"310",15.1,2000-11-05,5500.97
"311",16.8,2000-11-06,5517.77
"312",15.6,2000-11-07,5533.37
"313",13.2,2000-11-08,5546.57
"314",13.1,2000-11-09,5559.67
"315",16.8,2000-11-10,5576.47
"316",16.2,2000-11-11,5592.67
"317",14,2000-11-12,5606.67
"318",18.2,2000-11-13,5624.87
"319",15.3,2000-11-14,5640.17
"320",7.8,2000-11-15,5647.97
"321",8.9,2000-11-16,5656.87
"322",9.9,2000-11-17,5666.77
"323",10.1,2000-11-18,5676.87
"324",11.2,2000-11-19,5688.07
"325",11.7,2000-11-20,5699.77
"326",13.3,2000-11-21,5713.07
"327",13.7,2000-11-22,5726.77
"328",13.4,2000-11-23,5740.17
"329",14.8,2000-11-24,5754.97
"330",8.7,2000-11-25,5763.67
"331",8.8,2000-11-26,5772.47
"332",7.8,2000-11-27,5780.27
"333",6.8,2000-11-28,5787.07
"334",9.1,2000-11-29,5796.17
"335",10.7,2000-11-30,5806.87
"336",10.1,2000-12-01,5816.97
"337",7.2,2000-12-02,5824.17
"338",9.9,2000-12-03,5834.07
"339",12.2,2000-12-04,5846.27
"340",8.1,2000-12-05,5854.37
"341",5.6,2000-12-06,5859.97
"342",7.2,2000-12-07,5867.17
"343",7.8,2000-12-08,5874.97
"344",8.9,2000-12-09,5883.87
"345",7.3,2000-12-10,5891.17
"346",7.3,2000-12-11,5898.47
"347",8.3,2000-12-12,5906.77
"348",7.1,2000-12-13,5913.87
"349",7.2,2000-12-14,5921.07
"350",7.8,2000-12-15,5928.87
"351",9.3,2000-12-16,5938.17
"352",5.4,2000-12-17,5943.57
"353",3.3,2000-12-18,5946.87
"354",2.6,2000-12-19,5949.47
"355",3.8,2000-12-20,5953.27
"356",3.1,2000-12-21,5956.37
"357",3.3,2000-12-22,5959.67
"358",6.5,2000-12-23,5966.17
"359",5.8,2000-12-24,5971.97
"360",4.4,2000-12-25,5976.37
"361",4.4,2000-12-26,5980.77
"362",6.2,2000-12-27,5986.97
"363",7.3,2000-12-28,5994.27
"364",7.2,2000-12-29,6001.47
"365",7.9,2000-12-30,6009.37
"366",4.3,2000-12-31,6013.67
"367",6.1,2001-01-01,6.1
"368",4.9,2001-01-02,11
"369",5.7,2001-01-03,16.7
"370",5.4,2001-01-04,22.1
"371",7.7,2001-01-05,29.8
"372",4.8,2001-01-06,34.6
"373",1.2,2001-01-07,35.8
"374",1.9,2001-01-08,37.7
"375",6.37,2001-01-09,44.07
"376",3.8,2001-01-10,47.87
"377",4.1,2001-01-11,51.97
"378",5.4,2001-01-12,57.37
"379",5.6,2001-01-13,62.97
"380",4.4,2001-01-14,67.37
"381",6.2,2001-01-15,73.57
"382",2.5,2001-01-16,76.07
"383",5.7,2001-01-17,81.77
"384",7.4,2001-01-18,89.17
"385",7.2,2001-01-19,96.37
"386",3.2,2001-01-20,99.57
"387",3.3,2001-01-21,102.87
"388",8.4,2001-01-22,111.27
"389",7.5,2001-01-23,118.77
"390",8.1,2001-01-24,126.87
"391",5.6,2001-01-25,132.47
"392",6.4,2001-01-26,138.87
"393",5,2001-01-27,143.87
"394",3.6,2001-01-28,147.47
"395",2.9,2001-01-29,150.37
"396",5.4,2001-01-30,155.77
"397",6.2,2001-01-31,161.97
"398",3.8,2001-02-01,165.77
"399",-1.3,2001-02-02,164.47
"400",-0.1,2001-02-03,164.37
"401",3.8,2001-02-04,168.17
"402",2.3,2001-02-05,170.47
"403",5.2,2001-02-06,175.67
"404",5.9,2001-02-07,181.57
"405",7.1,2001-02-08,188.67
"406",5.7,2001-02-09,194.37
"407",3.2,2001-02-10,197.57
"408",2.9,2001-02-11,200.47
"409",0.9,2001-02-12,201.37
"410",3.3,2001-02-13,204.67
"411",4.9,2001-02-14,209.57
"412",6.8,2001-02-15,216.37
"413",8.8,2001-02-16,225.17
"414",6.5,2001-02-17,231.67
"415",2.6,2001-02-18,234.27
"416",3.8,2001-02-19,238.07
"417",2.8,2001-02-20,240.87
"418",4.8,2001-02-21,245.67
"419",7.2,2001-02-22,252.87
"420",7.7,2001-02-23,260.57
"421",6.7,2001-02-24,267.27
"422",10.7,2001-02-25,277.97
"423",5.1,2001-02-26,283.07
"424",4.2,2001-02-27,287.27
"425",8.4,2001-02-28,295.67
"426",10.3,2001-03-01,305.97
"427",10.3,2001-03-02,316.27
"428",12.7,2001-03-03,328.97
"429",13.7,2001-03-04,342.67
"430",8.7,2001-03-05,351.37
"431",7.7,2001-03-06,359.07
"432",8.4,2001-03-07,367.47
"433",5.9,2001-03-08,373.37
"434",8.5,2001-03-09,381.87
"435",7.2,2001-03-10,389.07
"436",4.9,2001-03-11,393.97
"437",11.8,2001-03-12,405.77
"438",15.6,2001-03-13,421.37
"439",13.6,2001-03-14,434.97
"440",9.8,2001-03-15,444.77
"441",15.3,2001-03-16,460.07
"442",18.1,2001-03-17,478.17
"443",11.9,2001-03-18,490.07
"444",5.7,2001-03-19,495.77
"445",6.8,2001-03-20,502.57
"446",2.9,2001-03-21,505.47
"447",6.7,2001-03-22,512.17
"448",12.3,2001-03-23,524.47
"449",16.2,2001-03-24,540.67
"450",15.8,2001-03-25,556.47
"451",8.2,2001-03-26,564.67
"452",7.6,2001-03-27,572.27
"453",5.6,2001-03-28,577.87
"454",9,2001-03-29,586.87
"455",11.7,2001-03-30,598.57
"456",16.6,2001-03-31,615.17
"457",11.6,2001-04-01,626.77
"458",8.4,2001-04-02,635.17
"459",10.6,2001-04-03,645.77
"460",12.5,2001-04-04,658.27
"461",11.5,2001-04-05,669.77
"462",7.4,2001-04-06,677.17
"463",8,2001-04-07,685.17
"464",13.8,2001-04-08,698.97
"465",13.3,2001-04-09,712.27
"466",14.8,2001-04-10,727.07
"467",17.3,2001-04-11,744.37
"468",15.3,2001-04-12,759.67
"469",12.7,2001-04-13,772.37
"470",12.7,2001-04-14,785.07
"471",15.4,2001-04-15,800.47
"472",17.1,2001-04-16,817.57
"473",14.3,2001-04-17,831.87
"474",16.6,2001-04-18,848.47
"475",16.8,2001-04-19,865.27
"476",18.9,2001-04-20,884.17
"477",19.4,2001-04-21,903.57
"478",15.3,2001-04-22,918.87
"479",15.7,2001-04-23,934.57
"480",16.2,2001-04-24,950.77
"481",16.4,2001-04-25,967.17
"482",16.1,2001-04-26,983.27
"483",14.4,2001-04-27,997.67
"484",10.7,2001-04-28,1008.37
"485",14.8,2001-04-29,1023.17
"486",17.4,2001-04-30,1040.57
"487",19.2,2001-05-01,1059.77
"488",19.6,2001-05-02,1079.37
"489",16.8,2001-05-03,1096.17
"490",16.3,2001-05-04,1112.47
"491",19,2001-05-05,1131.47
"492",20.4,2001-05-06,1151.87
"493",20.9,2001-05-07,1172.77
"494",21.6,2001-05-08,1194.37
"495",20.1,2001-05-09,1214.47
"496",15.6,2001-05-10,1230.07
"497",21.1,2001-05-11,1251.17
"498",23,2001-05-12,1274.17
"499",20.7,2001-05-13,1294.87
"500",22.7,2001-05-14,1317.57
"501",18.6,2001-05-15,1336.17
"502",23.1,2001-05-16,1359.27
"503",21.1,2001-05-17,1380.37
"504",21.2,2001-05-18,1401.57
"505",19.6,2001-05-19,1421.17
"506",20.1,2001-05-20,1441.27
"507",23.1,2001-05-21,1464.37
"508",22.1,2001-05-22,1486.47
"509",19.3,2001-05-23,1505.77
"510",18.8,2001-05-24,1524.57
"511",21.2,2001-05-25,1545.77
"512",19.8,2001-05-26,1565.57
"513",18.6,2001-05-27,1584.17
"514",18.7,2001-05-28,1602.87
"515",20.8,2001-05-29,1623.67
"516",22.2,2001-05-30,1645.87
"517",23.6,2001-05-31,1669.47
"518",24.6,2001-06-01,1694.07
"519",22,2001-06-02,1716.07
"520",22.9,2001-06-03,1738.97
"521",23.9,2001-06-04,1762.87
"522",25.1,2001-06-05,1787.97
"523",20.4,2001-06-06,1808.37
"524",24.9,2001-06-07,1833.27
"525",18.4,2001-06-08,1851.67
"526",22.7,2001-06-09,1874.37
"527",24.3,2001-06-10,1898.67
"528",24.9,2001-06-11,1923.57
"529",24.8,2001-06-12,1948.37
"530",26.4,2001-06-13,1974.77
"531",27.1,2001-06-14,2001.87
"532",26.6,2001-06-15,2028.47
"533",22.3,2001-06-16,2050.77
"534",18.4,2001-06-17,2069.17
"535",20.4,2001-06-18,2089.57
"536",21.8,2001-06-19,2111.37
"537",24.8,2001-06-20,2136.17
"538",20.7,2001-06-21,2156.87
"539",23.3,2001-06-22,2180.17
"540",23.9,2001-06-23,2204.07
"541",22.1,2001-06-24,2226.17
"542",22.9,2001-06-25,2249.07
"543",22.7,2001-06-26,2271.77
"544",25.5,2001-06-27,2297.27
"545",20.9,2001-06-28,2318.17
"546",22,2001-06-29,2340.17
"547",23.8,2001-06-30,2363.97
"548",23.7,2001-07-01,2387.67
"549",24.1,2001-07-02,2411.77
"550",22.1,2001-07-03,2433.87
"551",22.3,2001-07-04,2456.17
"552",24,2001-07-05,2480.17
"553",25.3,2001-07-06,2505.47
"554",25.8,2001-07-07,2531.27
"555",25.7,2001-07-08,2556.97
"556",24.3,2001-07-09,2581.27
"557",25.2,2001-07-10,2606.47
"558",25.7,2001-07-11,2632.17
"559",24.7,2001-07-12,2656.87
"560",24.9,2001-07-13,2681.77
"561",27,2001-07-14,2708.77
"562",26.7,2001-07-15,2735.47
"563",26.7,2001-07-16,2762.17
"564",23.7,2001-07-17,2785.87
"565",25.8,2001-07-18,2811.67
"566",27.1,2001-07-19,2838.77
"567",29.8,2001-07-20,2868.57
"568",29.5,2001-07-21,2898.07
"569",29.7,2001-07-22,2927.77
"570",29.8,2001-07-23,2957.57
"571",29.4,2001-07-24,2986.97
"572",29.9,2001-07-25,3016.87
"573",28.3,2001-07-26,3045.17
"574",27.4,2001-07-27,3072.57
"575",28.7,2001-07-28,3101.27
"576",29.2,2001-07-29,3130.47
"577",29.7,2001-07-30,3160.17
"578",30.1,2001-07-31,3190.27
"579",29.6,2001-08-01,3219.87
"580",29.7,2001-08-02,3249.57
"581",29.3,2001-08-03,3278.87
"582",28.2,2001-08-04,3307.07
"583",28.4,2001-08-05,3335.47
"584",29.1,2001-08-06,3364.57
"585",29.2,2001-08-07,3393.77
"586",29.5,2001-08-08,3423.27
"587",28,2001-08-09,3451.27
"588",26.9,2001-08-10,3478.17
"589",28.2,2001-08-11,3506.37
"590",28.4,2001-08-12,3534.77
"591",25.9,2001-08-13,3560.67
"592",25.7,2001-08-14,3586.37
"593",28.5,2001-08-15,3614.87
"594",29.5,2001-08-16,3644.37
"595",29.8,2001-08-17,3674.17
"596",26.9,2001-08-18,3701.07
"597",28.2,2001-08-19,3729.27
"598",27.2,2001-08-20,3756.47
"599",29,2001-08-21,3785.47
"600",30.3,2001-08-22,3815.77
"601",25.1,2001-08-23,3840.87
"602",25.2,2001-08-24,3866.07
"603",27.6,2001-08-25,3893.67
"604",27.8,2001-08-26,3921.47
"605",28.4,2001-08-27,3949.87
"606",27.4,2001-08-28,3977.27
"607",29.9,2001-08-29,4007.17
"608",30.2,2001-08-30,4037.37
"609",25.6,2001-08-31,4062.97
"610",26.6,2001-09-01,4089.57
"611",26,2001-09-02,4115.57
"612",25.6,2001-09-03,4141.17
"613",27.3,2001-09-04,4168.47
"614",26.4,2001-09-05,4194.87
"615",24.7,2001-09-06,4219.57
"616",27,2001-09-07,4246.57
"617",27.3,2001-09-08,4273.87
"618",27.4,2001-09-09,4301.27
"619",28.4,2001-09-10,4329.67
"620",28.7,2001-09-11,4358.37
"621",28.1,2001-09-12,4386.47
"622",28.7,2001-09-13,4415.17
"623",23.7,2001-09-14,4438.87
"624",23.8,2001-09-15,4462.67
"625",26.5,2001-09-16,4489.17
"626",28,2001-09-17,4517.17
"627",28.3,2001-09-18,4545.47
"628",27.9,2001-09-19,4573.37
"629",25.7,2001-09-20,4599.07
"630",25.7,2001-09-21,4624.77
"631",27,2001-09-22,4651.77
"632",27.5,2001-09-23,4679.27
"633",26.4,2001-09-24,4705.67
"634",21.7,2001-09-25,4727.37
"635",25.3,2001-09-26,4752.67
"636",26.1,2001-09-27,4778.77
"637",25.4,2001-09-28,4804.17
"638",24.9,2001-09-29,4829.07
"639",25.1,2001-09-30,4854.17
"640",25.9,2001-10-01,4880.07
"641",17.2,2001-10-02,4897.27
"642",19.5,2001-10-03,4916.77
"643",21.8,2001-10-04,4938.57
"644",23.6,2001-10-05,4962.17
"645",21.4,2001-10-06,4983.57
"646",18.8,2001-10-07,5002.37
"647",18.4,2001-10-08,5020.77
"648",22,2001-10-09,5042.77
"649",23.6,2001-10-10,5066.37
"650",25.3,2001-10-11,5091.67
"651",23.8,2001-10-12,5115.47
"652",21.5,2001-10-13,5136.97
"653",20.2,2001-10-14,5157.17
"654",16.6,2001-10-15,5173.77
"655",14.3,2001-10-16,5188.07
"656",15.6,2001-10-17,5203.67
"657",15,2001-10-18,5218.67
"658",16,2001-10-19,5234.67
"659",16.4,2001-10-20,5251.07
"660",15.9,2001-10-21,5266.97
"661",13.7,2001-10-22,5280.67
"662",13.8,2001-10-23,5294.47
"663",15.6,2001-10-24,5310.07
"664",19.6,2001-10-25,5329.67
"665",15.7,2001-10-26,5345.37
"666",17.1,2001-10-27,5362.47
"667",18.2,2001-10-28,5380.67
"668",16.2,2001-10-29,5396.87
"669",17.6,2001-10-30,5414.47
"670",17.1,2001-10-31,5431.57
"671",12.1,2001-11-01,5443.67
"672",12.4,2001-11-02,5456.07
"673",12.1,2001-11-03,5468.17
"674",13.4,2001-11-04,5481.57
"675",15.1,2001-11-05,5496.67
"676",16.8,2001-11-06,5513.47
"677",15.6,2001-11-07,5529.07
"678",13.2,2001-11-08,5542.27
"679",13.1,2001-11-09,5555.37
"680",16.8,2001-11-10,5572.17
"681",16.2,2001-11-11,5588.37
"682",14,2001-11-12,5602.37
"683",18.2,2001-11-13,5620.57
"684",15.3,2001-11-14,5635.87
"685",7.8,2001-11-15,5643.67
"686",8.9,2001-11-16,5652.57
"687",9.9,2001-11-17,5662.47
"688",10.1,2001-11-18,5672.57
"689",11.2,2001-11-19,5683.77
"690",11.7,2001-11-20,5695.47
"691",13.3,2001-11-21,5708.77
"692",13.7,2001-11-22,5722.47
"693",13.4,2001-11-23,5735.87
"694",14.8,2001-11-24,5750.67
"695",8.7,2001-11-25,5759.37
"696",8.8,2001-11-26,5768.17
"697",7.8,2001-11-27,5775.97
"698",6.8,2001-11-28,5782.77
"699",9.1,2001-11-29,5791.87
"700",10.7,2001-11-30,5802.57
"701",10.1,2001-12-01,5812.67
"702",7.2,2001-12-02,5819.87
"703",9.9,2001-12-03,5829.77
"704",12.2,2001-12-04,5841.97
"705",8.1,2001-12-05,5850.07
"706",5.6,2001-12-06,5855.67
"707",7.2,2001-12-07,5862.87
"708",7.8,2001-12-08,5870.67
"709",8.9,2001-12-09,5879.57
"710",7.3,2001-12-10,5886.87
"711",7.3,2001-12-11,5894.17
"712",8.3,2001-12-12,5902.47
"713",7.1,2001-12-13,5909.57
"714",7.2,2001-12-14,5916.77
"715",7.8,2001-12-15,5924.57
"716",9.3,2001-12-16,5933.87
"717",5.4,2001-12-17,5939.27
"718",3.3,2001-12-18,5942.57
"719",2.6,2001-12-19,5945.17
"720",3.8,2001-12-20,5948.97
"721",3.1,2001-12-21,5952.07
"722",3.3,2001-12-22,5955.37
"723",6.5,2001-12-23,5961.87
"724",5.8,2001-12-24,5967.67
"725",4.4,2001-12-25,5972.07
"726",4.4,2001-12-26,5976.47
"727",6.2,2001-12-27,5982.67
"728",7.3,2001-12-28,5989.97
"729",7.2,2001-12-29,5997.17
"730",7.9,2001-12-30,6005.07
"731",4.3,2001-12-31,6009.37
"732",6.1,2002-01-01,6.1
"733",4.9,2002-01-02,11
"734",5.7,2002-01-03,16.7
"735",5.4,2002-01-04,22.1
"736",7.7,2002-01-05,29.8
"737",4.8,2002-01-06,34.6
"738",1.2,2002-01-07,35.8
"739",1.9,2002-01-08,37.7
"740",6.37,2002-01-09,44.07
"741",3.8,2002-01-10,47.87
"742",4.1,2002-01-11,51.97
"743",5.4,2002-01-12,57.37
"744",5.6,2002-01-13,62.97
"745",4.4,2002-01-14,67.37
"746",6.2,2002-01-15,73.57
"747",2.5,2002-01-16,76.07
"748",5.7,2002-01-17,81.77
"749",7.4,2002-01-18,89.17
"750",7.2,2002-01-19,96.37
"751",3.2,2002-01-20,99.57
"752",3.3,2002-01-21,102.87
"753",8.4,2002-01-22,111.27
